times,assemble_time1,assemble_time2,assemble_time3,assemble_time4,assemble_time5,assemble_time6,assemble_time7,assemble_time8,assemble_time9,assemble_time10,assemble_time11,assemble_time12,assemble_time13,assemble_time14,assemble_time15,assemble_time16,assemble_time17,assemble_time18,assemble_time19,assemble_time20,assemble_time21,assemble_time22,assemble_time23,assemble_time24,assemble_time25,assemble_time26,assemble_time27,assemble_time28,assemble_time29,assemble_time30,assemble_time31,assemble_time32,assemble_time33,assemble_time34,assemble_time35,assemble_time36,assemble_time37,assemble_time38,assemble_time39,assemble_time40,assemble_time41,assemble_time42,assemble_time43,assemble_time44,assemble_time45,assemble_time46,assemble_time47,assemble_time48,assemble_time49,assemble_time50,assemble_time51,assemble_time52,assemble_time53,assemble_time54,assemble_time55,assemble_time56,assemble_time57,assemble_time58,assemble_time59,assemble_time60,assemble_time61,assemble_time62,assemble_time63,assemble_time64,assemble_time65,assemble_time66,assemble_time67,assemble_time68,assemble_time69,assemble_time70,assemble_time71,assemble_time72,assemble_time73,assemble_time74,assemble_time75,assemble_time76,assemble_time77,assemble_time78,assemble_time79,assemble_time80,assemble_time81,assemble_time82,assemble_time83,assemble_time84,assemble_time85,assemble_time86,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20,date21,date22,date23,date24,date25,date26,date27,date28,date29,date30,date31,date32,date33,date34,date35,date36,date37,date38,date39,date40,date41,date42,date43,date44,date45,date46,date47,date48,date49,date50,date51,date52,date53,date54,date55,date56,date57,date58,date59,date60,date61,date62,date63,date64,date65,date66,date67,date68,date69,date70,date71,date72,date73,date74,date75,date76,date77,date78,date79,date80,date81,date82,date83,date84,date85,date86,hours1,hours2,hours3,hours4,hours5,hours6,hours7,hours8,hours9,hours10,hours11,hours12,hours13,hours14,hours15,hours16,hours17,hours18,hours19,hours20,hours21,hours22,hours23,hours24,hours25,hours26,hours27,hours28,hours29,hours30,hours31,hours32,hours33,hours34,hours35,hours36,hours37,hours38,hours39,hours40,hours41,hours42,hours43,hours44,hours45,hours46,hours47,hours48,hours49,hours50,hours51,hours52,hours53,hours54,hours55,hours56,hours57,hours58,hours59,hours60,hours61,hours62,hours63,hours64,hours65,hours66,hours67,hours68,hours69,hours70,hours71,hours72,hours73,hours74,hours75,hours76,hours77,hours78,hours79,hours80,hours81,hours82,hours83,hours84,hours85,hours86
61,1888,1888,5714,5714,3617,4325,7196,1811,1814,1818,12732,610,4464,4457,3739,603,9064,1811,1806,1798,719,1080,1078,1078,1084,1084,2404,1097,1086,727,733,715,723,1816,3635,5480,1834,1842,7434,1875,1908,1902,2414,1879 ,1890 ,5713 ,5699 ,3617 ,4333 ,7196 ,1815 ,1809 ,1819 ,12724 ,603 ,4453 ,4466 ,3741 ,601 ,9055 ,1809 ,1813 ,1800 ,719 ,1088 ,1081 ,1075 ,1073 ,1076 ,2398 ,1091 ,1089 ,732 ,719 ,720 ,711 ,1820 ,3637 ,5482 ,1837 ,1846 ,7432 ,1880 ,1909 ,1901 ,2420 ,2018/7/13,2018/7/13,2018/7/13,2018/7/13,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/13,2018/7/13,2018/7/13,2018/7/13,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,21,21,22,22,7,8,9,14,14,14,15,15,19,19,20,6,6,6,8,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,15,16,17,18,19,20,22,22,6,21,21,22,22,7,8,9,14,14,14,15,15,19,19,20,6,6,6,8,9,9,10,10,10,11,11,11,13,13,14,14,14,14,15,15,16,17,18,19,20,22,22,6
62,1817,1809,5453,5450,3666,4433,7416,1809,1806,1817,12637,607,4322,4316,3616,603,9090,1830,1852,1862,749,1122,1123,1124,1108,1135,2505,1131,1146,766,715,723,734,1806,3612,5407,1808,1799,7199,1803,1813,1811,2424,1803 ,1813 ,5457 ,5460 ,3662 ,4432 ,7428 ,1803 ,1814 ,1808 ,12643 ,602 ,4315 ,4318 ,3609 ,605 ,9084 ,1835 ,1844 ,1851 ,745 ,1132 ,1126 ,1129 ,1128 ,1136 ,2517 ,1133 ,1147 ,767 ,726 ,725 ,715 ,1816 ,3614 ,5409 ,1800 ,1810 ,7198 ,1805 ,1809 ,1815 ,2420 ,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/14,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,14,14,15,15,17,18,19,6,6,6,7,7,11,11,13,15,15,16,18,19,19,20,20,20,20,21,21,21,22,22,6,6,6,7,7,8,9,10,11,11,14,15,15,14,14,15,15,17,18,19,6,6,6,7,7,11,11,13,15,15,16,18,19,19,20,20,20,20,21,21,21,22,22,6,6,6,7,7,8,9,10,11,11,14,15,15
63,1813,1818,5442,5416,3612,4318,7198,1810,1818,1822,12775,610,4490,4523,3807,608,9035,1809,1799,1803,721,1080,1091,1090,1083,1091,2415,1092,1091,732,730,724,731,1832,3659,5533,1858,1880,7554,1888,1809,1805,2409,1808 ,1810 ,5426 ,5427 ,3612 ,4316 ,7206 ,1817 ,1822 ,1819 ,12791 ,610 ,4502 ,4526 ,3797 ,600 ,9037 ,1816 ,1791 ,1802 ,727 ,1078 ,1083 ,1087 ,1094 ,1088 ,2431 ,1093 ,1092 ,724 ,728 ,726 ,733 ,1831 ,3662 ,5544 ,1865 ,1871 ,7545 ,1886 ,1806 ,1807 ,2399 ,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,6,6,6,7,8,10,11,15,15,16,16,17,20,21,22,7,7,7,10,10,11,11,13,13,13,14,14,14,15,15,15,16,16,17,17,18,19,20,21,21,6,7,7,6,6,6,7,8,10,11,15,15,16,16,17,20,21,22,7,7,7,10,10,11,11,13,13,13,14,14,14,15,15,15,16,16,17,17,18,19,20,21,21,6,7,7
64,1823,1817,5481,5476,3693,4497,7550,1819,1813,1805,12626,606,4344,4333,3643,614,9173,1836,1876,1862,749,1138,1128,1144,1144,1139,2410,1082,1099,719,720,719,726,1806,3604,5404,1804,1807,7232,1806,1823,1828,2447,1817 ,1819 ,5474 ,5473 ,3699 ,4490 ,7543 ,1812 ,1806 ,1803 ,12629 ,604 ,4335 ,4333 ,3626 ,618 ,9178 ,1834 ,1875 ,1880 ,753 ,1142 ,1130 ,1143 ,1145 ,1146 ,2417 ,1080 ,1087 ,716 ,720 ,717 ,724 ,1790 ,3591 ,5404 ,1801 ,1817 ,7234 ,1807 ,1824 ,1822 ,2446 ,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/15,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,15,15,16,16,18,20,21,7,7,8,8,9,13,13,15,17,17,17,20,20,21,21,21,22,22,22,6,6,7,7,7,8,8,9,9,9,10,13,13,14,16,16,17,15,15,16,16,18,20,21,7,7,8,8,9,13,13,15,17,17,17,20,20,21,21,21,22,22,22,6,6,7,7,7,8,8,9,9,9,10,13,13,14,16,16,17
65,1807,1804,5404,5406,3610,4319,7233,1835,1844,1838,12920,618,4567,4564,3618,604,9001,1794,1807,1808,731,1081,1086,1095,1088,1094,2424,1092,1096,736,737,736,732,1858,3719,5574,1869,1899,7606,1812,1808,1804,2403,1808 ,1804 ,5415 ,5407 ,3597 ,4311 ,7233 ,1829 ,1833 ,1825 ,12915 ,613 ,4571 ,4577 ,3623 ,602 ,9007 ,1806 ,1814 ,1807 ,726 ,1080 ,1089 ,1094 ,1095 ,1093 ,2417 ,1098 ,1095 ,733 ,737 ,728 ,737 ,1866 ,3717 ,5579 ,1874 ,1909 ,7610 ,1814 ,1806 ,1800 ,2398 ,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,7,7,8,8,10,11,13,17,17,17,18,18,22,22,7,9,9,9,13,13,14,14,14,15,15,15,15,16,16,17,17,17,17,19,19,19,20,22,22,6,8,8,9,7,7,8,8,10,11,13,17,17,17,18,18,22,22,6,9,9,9,13,13,14,14,14,15,15,15,15,16,16,17,17,17,17,19,19,19,20,22,22,6,8,8,9
66,1823,1835,5546,5536,3746,4532,7623,1803,1810,1809,12603,603,4364,4371,3651,621,9283,1868,1886,1906,764,1087,1086,1097,1079,1086,2410,1084,1075,730,722,724,722,1807,3599,5399,1817,1813,7274,1809,1835,1848,2468,1833 ,1822 ,5532 ,5543 ,3747 ,4533 ,7602 ,1801 ,1804 ,1796 ,12611 ,600 ,4369 ,4372 ,3652 ,622 ,9291 ,1857 ,1887 ,1902 ,765 ,1097 ,1084 ,1081 ,1093 ,1087 ,2403 ,1079 ,1090 ,717 ,725 ,717 ,722 ,1804 ,3598 ,5406 ,1803 ,1806 ,7271 ,1816 ,1832 ,1850 ,2469 ,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/16,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,17,17,18,18,20,21,22,9,9,9,10,10,15,15,16,19,19,19,21,22,22,6,6,6,7,7,7,8,8,9,9,9,9,10,10,11,13,14,15,15,17,18,18,17,17,18,18,20,21,22,9,9,9,10,10,15,15,16,19,19,19,21,22,22,6,6,6,7,7,7,8,8,9,9,9,9,10,10,11,13,14,15,15,17,18,18
67,1799,1799,5395,5406,3600,4349,7269,1864,1860,1852,13099,624,4333,4335,3604,598,8998,1799,1804,1814,723,1086,1093,1105,1098,1107,2455,1110,1114,740,757,738,744,1868,3747,5664,1906,1817,7227,1813,1800,1799,2397,1792 ,1796 ,5395 ,5395 ,3599 ,4349 ,7272 ,1852 ,1857 ,1855 ,13108 ,614 ,4333 ,4339 ,3615 ,602 ,8991 ,1804 ,1807 ,1816 ,729 ,1091 ,1098 ,1099 ,1108 ,1097 ,2446 ,1097 ,1113 ,730 ,739 ,738 ,749 ,1870 ,3740 ,5658 ,1912 ,1814 ,7227 ,1802 ,1807 ,1795 ,2404 ,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,9,9,9,10,11,14,15,19,19,19,20,20,7,7,8,10,10,11,14,15,15,16,16,16,16,17,17,17,18,18,19,19,19,20,20,21,22,6,7,7,9,10,10,9,9,9,10,11,14,15,19,19,19,20,20,7,7,8,10,10,11,14,15,15,16,16,16,16,17,17,17,18,18,19,19,19,20,20,21,22,6,7,7,9,10,10
68,1832,1862,5577,5617,3773,4353,7226,1800,1806,1798,12593,602,4383,4403,3696,614,9366,1887,1816,1812,716,1088,1087,1080,1082,1082,2405,1081,1082,712,717,719,708,1804,3606,5430,1818,1829,7341,1839,1856,1873,2492,1842 ,1854 ,5573 ,5623 ,3780 ,4344 ,7222 ,1795 ,1798 ,1791 ,12609 ,608 ,4383 ,4403 ,3687 ,623 ,9364 ,1869 ,1810 ,1800 ,723 ,1093 ,1090 ,1075 ,1089 ,1071 ,2404 ,1079 ,1088 ,726 ,733 ,727 ,719 ,1810 ,3616 ,5437 ,1822 ,1824 ,7342 ,1837 ,1857 ,1885 ,2502 ,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/17,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,18,19,19,20,21,6,7,10,10,11,11,13,16,17,18,20,20,20,6,6,7,7,8,8,8,8,9,9,10,10,10,11,11,13,13,14,15,16,17,17,19,20,20,18,19,19,20,21,6,7,10,10,11,11,13,16,17,18,20,20,20,6,6,7,7,8,8,8,8,9,9,10,10,10,11,11,13,13,14,15,16,17,17,19,20,20
69,1807,1802,5402,5400,3629,4366,7313,1872,1869,1897,13208,637,4326,4320,3598,604,9031,1811,1828,1829,723,1099,1098,1108,1103,1096,2480,1119,1122,748,756,737,751,1907,3810,5711,1807,1797,7220,1801,1792,1804,2410,1798 ,1795 ,5394 ,5385 ,3626 ,4366 ,7298 ,1864 ,1873 ,1887 ,13212 ,634 ,4318 ,4319 ,3604 ,603 ,9031 ,1813 ,1823 ,1829 ,732 ,1103 ,1102 ,1112 ,1094 ,1110 ,2480 ,1116 ,1129 ,756 ,754 ,743 ,756 ,1908 ,3817 ,5713 ,1802 ,1803 ,7221 ,1798 ,1800 ,1791 ,2412 ,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,10,10,11,11,14,15,16,20,20,21,21,22,8,8,10,13,13,13,16,16,17,17,17,18,18,18,19,19,20,20,20,20,21,22,22,22,6,8,8,9,11,11,13,10,10,11,11,14,15,16,20,20,21,21,22,8,8,10,13,13,13,16,16,17,17,17,18,18,18,19,19,20,20,20,20,21,22,22,22,6,8,8,9,11,11,13
70,1864,1869,5669,5652,3624,4339,7213,1814,1808,1810,12686,612,4428,4424,3717,632,9518,1909,1814,1801,725,1081,1075,1081,1082,1079,2394,1081,1081,722,721,725,709,1820,3632,5462,1826,1855,7387,1857,1897,1888,2547,1871 ,1889 ,5661 ,5666 ,3625 ,4335 ,7205 ,1815 ,1798 ,1800 ,12676 ,599 ,4437 ,4438 ,3722 ,635 ,9518 ,1900 ,1800 ,1802 ,728 ,1086 ,1074 ,1081 ,1076 ,1081 ,2390 ,1083 ,1080 ,722 ,727 ,719 ,724 ,1819 ,3636 ,5450 ,1822 ,1844 ,7379 ,1868 ,1888 ,1883 ,2545 ,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/18,2018/7/18,2018/7/18,2018/7/18,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,20,20,21,21,6,7,8,13,13,13,14,14,18,18,19,22,22,22,8,8,9,9,9,10,10,10,10,11,11,13,13,13,13,15,15,15,16,18,18,19,21,21,22,20,20,21,21,6,7,8,13,13,13,14,14,18,18,19,22,22,22,8,8,9,9,9,10,10,10,10,11,11,13,13,13,13,15,15,15,16,18,18,19,21,21,22
71,1806,1795,5438,5426,3647,4397,7383,1900,1897,1904,12678,609,4316,4321,3601,598,9056,1823,1832,1853,729,1119,1115,1118,1129,1127,2496,1122,1135,752,755,752,756,1812,3618,5412,1805,1804,7198,1803,1810,1805,2415,1809 ,1810 ,5439 ,5428 ,3647 ,4400 ,7387 ,1910 ,1906 ,1907 ,12683 ,611 ,4320 ,4324 ,3603 ,604 ,9045 ,1818 ,1839 ,1838 ,737 ,1114 ,1124 ,1130 ,1138 ,1138 ,2498 ,1130 ,1130 ,757 ,763 ,762 ,760 ,1816 ,3623 ,5419 ,1804 ,1804 ,7203 ,1810 ,1808 ,1812 ,2424 ,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/19,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/20,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,2018/7/21,13,13,14,14,16,17,18,22,22,22,6,6,10,10,11,14,14,15,17,18,18,19,19,19,20,20,20,20,21,21,22,22,22,6,6,7,8,9,10,10,13,14,14,13,13,14,14,16,17,18,22,22,22,6,6,10,10,11,14,14,15,17,18,18,19,19,19,20,20,20,20,21,21,22,22,22,6,6,7,8,9,10,10,13,14,14
